"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"17","Isoprenaline-15 mg/kg in Saline-Rat-Heart-5d-up","12/281",0.0308688862920478,0.999965725944956,0,0,1.91018587360595,6.6436389198984,"SOCS2;CLIC5;ZCCHC7;GLDC;GPC1;KLF9;PDK4;SERPINI2;TCF4;SCN4A;KCNK3;RAI14"
"18","Phenacetin-619 mg/kg in Corn Oil-Rat-Kidney-3d-up","12/281",0.0308688862920478,0.999965725944956,0,0,1.91018587360595,6.6436389198984,"ZCCHC7;EDNRB;ACVR1C;GLDC;FST;CHD7;KLF9;ID4;SERPINI2;TCF4;SCN4A;RAI14"
"19","Chlorambucil-4.5 mg/kg in Corn Oil-Rat-Heart-3d-up","13/315",0.032137379555432,0.999965725944956,0,0,1.84418649242614,6.33982528914449,"CDKN1A;HTRA3;EDNRB;S100A16;GPC1;KLF9;PDK4;SERPINI2;TCF4;SCN4A;KCNK3;GSTM5;RAI14"
"20","Ethosuximide-1200 mg/kg in Water-Rat-Heart-1d-up","12/288",0.0362279219584046,0.999965725944956,0,0,1.86106280193237,6.17486704397276,"SOCS2;CLIC5;ZCCHC7;EDNRB;GLDC;CHD7;KLF9;PDK4;TCF4;SCN4A;KCNK3;RAI14"
"21","Nimodipine-1100 mg/kg in Corn Oil-Rat-Heart-1d-up","13/327",0.0413656313749051,0.999965725944956,0,0,1.77260153490417,5.64627636010869,"CLIC5;GLDC;S100A1;NPR1;SCHIP1;COL4A1;P4HA2;GPC1;SERPINI2;CSPG4;BVES;KCNK3;RAI14"
"22","Tranilast-300 mg/kg in CMC-Rat-Heart-1d-up","12/299",0.0459307701762734,0.999965725944956,0,0,1.78871080139373,5.51033829100018,"EEF1G;CD74;GLDC;S100A16;S100A1;SCHIP1;KLF9;PDK4;TCF4;SCN4A;KCNK3;RAI14"
"23","Nimodipine-1100 mg/kg in Corn Oil-Rat-Heart-3d-up","12/300",0.0468937456206388,0.999965725944956,0,0,1.78240740740741,5.45393667917969,"CLIC5;HLA-DMB;S100A1;COL4A1;P4HA2;GPC1;SCHIP1;KLF9;PDK4;CSPG4;KCNK3;RAI14"
"24","Paroxetine-104 mg/kg in Water-Rat-Brain-3d-up","12/301",0.0478705400037925,0.999965725944956,0,0,1.7761476355248,5.39816557314506,"CD74;NELL1;ITIH3;GLDC;S100A16;COL4A1;S100A13;SERPINI2;TCF4;SCN4A;GSTM5;RAI14"
"25","Gatifloxacin-770 mg/kg in Corn Oil-Rat-Heart-3d-up","12/303",0.0498658713253235,0.999965725944956,0,0,1.76375715922108,5.28848201034222,"ZCCHC7;EDNRB;GLDC;CHD7;KLF9;PDK4;EBF1;SERPINI2;TCF4;SCN4A;KCNK3;RAI14"
"26","Oxymetazoline-0.5 mg/kg in Water-Rat-Heart-3d-up","11/270",0.0498919072029154,0.999965725944956,0,0,1.81551935210472,5.44273905630974,"ZCCHC7;EDNRB;MAP1B;CHD7;KLF9;PDK4;SERPINI2;TCF4;SCN4A;KCNK3;RAI14"
"27","44'-Methylenedianiline-81 mg/kg in Corn Oil-Rat-Kidney-3d-up","11/272",0.0520784218191912,0.999965725944956,0,0,1.80142042799738,5.3232056234377,"ZCCHC7;EDNRB;GLDC;FST;CHD7;KLF9;ID4;SERPINI2;TCF4;SCN4A;RAI14"
"28","CerIVastatin-7 mg/kg in Corn Oil-Rat-Kidney-5d-up","12/306",0.052964251255287,0.999965725944956,0,0,1.74548752834467,5.1284834059637,"ZCCHC7;EDNRB;ACVR1C;GLDC;FST;KLF9;ID4;SERPINI2;TCF4;SCN4A;CRYM;RAI14"
"29","2-Acetylaminofluorene-30 mg/kg in CMC-Rat-Kidney-3d-up","11/273",0.0531954854106707,0.999965725944956,0,0,1.79445168497487,5.26452959913976,"ZCCHC7;EDNRB;GLDC;FST;CHD7;KLF9;ID4;SERPINI2;TCF4;SCN4A;RAI14"
"30","3-Acetamidophenol-700 mg/kg in Corn Oil-Rat-Kidney-1d-up","11/273",0.0531954854106707,0.999965725944956,0,0,1.79445168497487,5.26452959913976,"ZCCHC7;EDNRB;GLDC;FST;CHD7;KLF9;ID4;SERPINI2;TCF4;SCN4A;RAI14"
"31","Bromisovalum-250 mg/kg in Corn Oil-Rat-Heart-5d-up","11/273",0.0531954854106707,0.999965725944956,0,0,1.79445168497487,5.26452959913976,"ZCCHC7;CDKN1A;EDNRB;GLDC;CHD7;KLF9;PDK4;TCF4;SCN4A;KCNK3;RAI14"
"32","Atenolol-1000 mg/kg in CMC-Rat-Heart-5d-dn","11/275",0.0554775735319752,0.999965725944956,0,0,1.78067257945307,5.14930697771029,"PDLIM1;CD74;CDKN1A;S100A16;S100A1;COL4A1;PDK4;TCF4;BVES;ADAMTS9;KCNK3"
"33","Phenacemide-400 mg/kg in CMC-Rat-Heart-3d-up","11/277",0.0578240466442391,0.999965725944956,0,0,1.76710067852558,5.03685640492531,"EEF1G;CDKN1A;GLDC;COL4A1;SCHIP1;KLF9;PDK4;TCF4;SCN4A;KCNK3;RAI14"
"34","Bromisovalum-250 mg/kg in Corn Oil-Rat-Heart-3d-up","13/346",0.0595528988306605,0.999965725944956,0,0,1.66981012192593,4.71035118484849,"CDKN1A;PDLIM1;S100A16;COL4A1;KLF9;PDK4;SERPINI2;TCF4;SCN4A;ADAMTS9;KCNK3;GSTM5;RAI14"
"35","Ergocalciferol-15 mg/kg in CMC-Rat-Heart-5d-up","11/279",0.0602353956692847,0.999965725944956,0,0,1.75373134328358,4.92709967095708,"EDNRB;GLDC;CHD7;KLF9;PDK4;EBF1;SERPINI2;TCF4;SCN4A;KCNK3;RAI14"
"36","Epirubicin-2.7 mg/kg in Saline-Rat-Heart-1d-dn","12/313",0.0606943655850517,0.999965725944956,0,0,1.70427464008859,4.77521462854275,"EEF1G;CD74;MMP14;S100A16;COL4A1;GPC1;HTRA3;DDIT4L;TCF4;CRYM;BVES;KCNK3"
"37","Vinorelbine-1.5 mg/kg in Saline-Rat-Heart-1d-up","10/249",0.0644030722869711,0.999965725944956,0,0,1.78648128263043,4.89959274089887,"ZCCHC7;GLDC;MAP1B;CHD7;KLF9;PDK4;TCF4;SCN4A;KCNK3;RAI14"
"38","Cholecalciferol-8 mg/kg in CMC-Rat-Heart-3d-up","11/283",0.0652544894957191,0.999965725944956,0,0,1.7275824964132,4.71536806458146,"CDKN1A;EDNRB;GPC1;CHD7;KLF9;PDK4;PDE4B;TCF4;SCN4A;KCNK3;RAI14"
"39","Gabapentin-2500 mg/kg in Water-Rat-Heart-3d-dn","11/283",0.0652544894957191,0.999965725944956,0,0,1.7275824964132,4.71536806458146,"EEF1G;CD74;S100A16;COL4A1;GPC1;SCHIP1;PDE4B;DDIT4L;TCF4;SCN4A;RAI14"
"40","N-Nitrosodiethylamine-100 mg/kg in Saline-Rat-Liver-5d-up","11/283",0.0652544894957191,0.999965725944956,0,0,1.7275824964132,4.71536806458146,"PDLIM1;CD74;CDKN1A;HLA-DMB;GLDC;COL4A1;KLF9;SERPINI2;AOX1;SCN4A;SLC2A5"
"41","6-Mercaptopurine-25 mg/kg in Corn Oil-Rat-Kidney-3d-up","11/284",0.0665504683323024,0.999965725944956,0,0,1.72116501384794,4.66400382695639,"ZCCHC7;EDNRB;GLDC;FST;CHD7;KLF9;ID4;SERPINI2;TCF4;SCN4A;RAI14"
"42","Lacidipine-14 mg/kg in Corn Oil-Rat-Heart-3d-up","11/285",0.0678630184997464,0.999965725944956,0,0,1.71479437422111,4.61324963981941,"CLIC5;HLA-DMB;COL4A1;P4HA2;NPY;GPC1;HTRA3;PDK4;CSPG4;KCNK3;RAI14"
"43","Isoprenaline-15 mg/kg in Saline-Rat-Heart-1d-up","10/256",0.0744299828357691,0.999965725944956,0,0,1.7350169076912,4.50739421871613,"ZCCHC7;GLDC;CHD7;KLF9;PDK4;SERPINI2;TCF4;SCN4A;KCNK3;RAI14"
"44","Ergocalciferol-15 mg/kg in CMC-Rat-Heart-3d-up","10/257",0.0759378578696939,0.999965725944956,0,0,1.72790297732077,4.45425729489147,"ZCCHC7;GLDC;CHD7;KLF9;PDK4;SERPINI2;TCF4;SCN4A;KCNK3;RAI14"
"45","Irinotecan-5 mg/kg in Saline-Rat-Heart-3d-up","11/291",0.0760883813343633,0.999965725944956,0,0,1.67752613240418,4.32107196361297,"PDLIM1;CDKN1A;HLA-DMB;S100A16;COL4A1;HTRA3;SCHIP1;KLF9;PDK4;KCNA5;ADAMTS9"
"46","Etoposide-188 mg/kg in Corn Oil-Rat-Spleen-3d-up","10/259",0.0790104676101012,0.999965725944956,0,0,1.71384653658883,4.35004231971933,"EEF1G;CD74;ZCCHC7;HLA-DMB;SEMA6A;GLDC;NPY;SERPINI2;TCF4;RAI14"
"47","Vincristine-0.05 mg/kg in Saline-Rat-Heart-5d-up","12/329",0.0810735832203471,0.999965725944956,0,0,1.61690851735016,4.06231788988439,"EEF1G;PDLIM1;CD74;CDKN1A;MMP14;HLA-DMB;S100A16;COL4A1;KLF9;S100A13;TCF4;KCNK3"
"48","Buflomedil-615 mg/kg in CMC-Rat-Heart-3d-up","11/295",0.0819074751551844,0.999965725944956,0,0,1.65355547921676,4.13746867963837,"PDLIM1;CLIC5;CD74;MMP14;P4HA2;MAP1B;GPC1;HTRA3;CHD7;PDK4;PDE4B"
"49","Stavudine-1400 mg/kg in Water-Rat-Heart-5d-dn","11/295",0.0819074751551844,0.999965725944956,0,0,1.65355547921676,4.13746867963837,"EEF1G;CLIC5;CD74;HLA-DMB;S100A16;COL4A1;GPC1;SCHIP1;PACSIN3;TCF4;KCNK3"
"50","6-Mercaptopurine-25 mg/kg in Corn Oil-Rat-Kidney-1d-up","10/262",0.0837617617718016,0.999965725944956,0,0,1.69318022194128,4.19871221419523,"ZCCHC7;EDNRB;GLDC;FST;KLF9;ID4;SERPINI2;TCF4;SCN4A;RAI14"
"51","Hydroxyurea-400 mg/kg in Saline-Rat-Spleen-1d-up","11/300",0.0895608669719389,0.999965725944956,0,0,1.62452527639463,3.91971438070681,"EEF1G;CLIC5;ZCCHC7;HLA-DMA;HLA-DMB;GLDC;COL4A1;NPY;TCF4;SCN4A;RAI14"
"52","CerIVastatin-7 mg/kg in Corn Oil-Rat-Kidney-1d-up","10/268",0.0937774088126469,0.999965725944956,0,0,1.65328942855183,3.91305716116058,"ZCCHC7;EDNRB;GLDC;FST;KLF9;ID4;SERPINI2;TCF4;SCN4A;RAI14"
"53","Ethosuximide-1200 mg/kg in Water-Rat-Heart-5d-up","10/268",0.0937774088126469,0.999965725944956,0,0,1.65328942855183,3.91305716116058,"EDNRB;GPC1;CHD7;KLF9;PDK4;SERPINI2;TCF4;SCN4A;KCNK3;RAI14"
"54","Ibuprofen-54 mg/kg in Corn Oil-Rat-Liver-5d-up","10/271",0.0990413751605837,0.999965725944956,0,0,1.63403180415692,3.77823707241529,"BCAR3;ITIH3;SEMA6A;GLDC;SDC2;SERPINI2;AOX1;CRMP1;SCN4A;RAI14"
"55","Bromisovalum-250 mg/kg in Corn Oil-Rat-Kidney-1d-up","10/272",0.100833854975119,0.999965725944956,0,0,1.62771059920286,3.73442569150596,"ZCCHC7;EDNRB;GLDC;FST;CHD7;KLF9;SERPINI2;TCF4;SCN4A;RAI14"
"56","Sulindac-132 mg/kg in Corn Oil-Rat-Heart-5d-up","10/272",0.100833854975119,0.999965725944956,0,0,1.62771059920286,3.73442569150596,"PDLIM1;CLIC5;CDKN1A;COL4A1;NPY;GPC1;HTRA3;KLF9;PDK4;KCNK3"
"57","Tolazamide-1500 mg/kg in CMC-Rat-Heart-5d-up","10/272",0.100833854975119,0.999965725944956,0,0,1.62771059920286,3.73442569150596,"CLIC5;EDNRB;GPC1;CHD7;KLF9;PDK4;EBF1;TCF4;SCN4A;KCNK3"
"58","Hydroxyurea-400 mg/kg in Saline-Rat-Bone marrow-5d-up","11/307",0.100984859886703,0.999965725944956,0,0,1.58553065260382,3.6352803828084,"EEF1G;PDLIM1;CD74;HLA-DMB;S100A16;COL4A1;NPY;GPC1;FST;CRYM;ADAMTS9"
"59","Diphenidol-300 mg/kg in Water-Rat-Heart-3d-dn","9/239",0.103655741101647,0.999965725944956,0,0,1.66783760437662,3.78045422836218,"S100A1;COL4A1;P4HA2;KLF9;PACSIN3;TCF4;BVES;KCNK3;RAI14"
"60","Oxcarbazepine-1600 mg/kg in CMC-Rat-Heart-5d-up","10/275",0.106324353156372,0.999965725944956,0,0,1.6090332275839,3.60626329438949,"EEF1G;GLDC;KLF9;PDK4;SERPINI2;PACSIN3;TCF4;SCN4A;KCNK3;RAI14"
"61","Nortriptyline-63 mg/kg in Water-Rat-Heart-0.25d-dn","10/276",0.108192083995561,0.999965725944956,0,0,1.60290105795462,3.56460683101075,"CLIC5;CD74;COL4A1;GPC1;KLF9;PDK4;SERPINI2;DDIT4L;CSPG4;RAI14"
"62","Diazepam-710 mg/kg in CMC-Rat-Heart-3d-up","11/312",0.109649647014686,0.999965725944956,0,0,1.55878778056884,3.44564586773184,"CLIC5;GLDC;GPC1;SCHIP1;KLF9;SERPINI2;PDE4B;TCF4;SCN4A;KCNK3;RAI14"
"63","Oxcarbazepine-1600 mg/kg in CMC-Rat-Heart-3d-up","11/312",0.109649647014686,0.999965725944956,0,0,1.55878778056884,3.44564586773184,"EEF1G;PDLIM1;GLDC;GPC1;SCHIP1;KLF9;PDK4;PACSIN3;SCN4A;KCNK3;RAI14"
"64","Procaine-2500 mg/kg in Water-Rat-Heart-5d-up","10/279",0.113907365662855,0.999965725944956,0,0,1.58477810310228,3.44272400025681,"PDLIM1;CLIC5;CDKN1A;COL4A1;NPY;GPC1;HTRA3;KLF9;PDK4;SCN4A"
"65","Sulpiride-1000 mg/kg in CMC-Rat-Heart-1d-up","11/315",0.115048986273994,0.999965725944956,0,0,1.54316431322208,3.33693430380937,"PDLIM1;CD74;MMP14;S100A1;NPY;GPC1;KLF9;PDK4;SCN4A;ADAMTS9;NR3C2"
"66","Atropine-94 mg/kg in Water-Rat-Heart-5d-up","9/247",0.120083560173511,0.999965725944956,0,0,1.61110801936669,3.41485210621322,"ZCCHC7;GLDC;CHD7;KLF9;PDK4;TCF4;SCN4A;KCNK3;RAI14"
"67","Tacrine-24 mg/kg in Water-Rat-Heart-5d-dn","10/283",0.121787324129674,0.999965725944956,0,0,1.56123375149924,3.28714487835226,"PDLIM1;CLIC5;CD74;CDKN1A;S100A16;COL4A1;SCHIP1;PDK4;BVES;KCNK3"
"68","Piclamilast-17 mg/kg in CMC-Rat-Liver-5d-up","10/284",0.123803268356441,0.999965725944956,0,0,1.55545507396163,3.24944133921332,"BCAR3;PDLIM1;CLIC5;CD74;ITIH3;COL4A1;SDC2;KLF9;PDK4;AOX1"
"69","Thioridazine-63 mg/kg in Corn Oil-Rat-Heart-3d-up","10/284",0.123803268356441,0.999965725944956,0,0,1.55545507396163,3.24944133921332,"GHR;PDLIM1;CD74;CDKN1A;S100A1;SCHIP1;KLF9;PDK4;SCN4A;CRYM"
"70","Gatifloxacin-770 mg/kg in Corn Oil-Rat-Heart-1d-up","10/285",0.125837459843119,0.999965725944956,0,0,1.54971842316975,3.2122008769926,"SOCS2;EDNRB;P4HA2;GPC1;KLF9;PDK4;TCF4;SCN4A;KCNK3;RAI14"
"71","Atropine-94 mg/kg in Water-Rat-Heart-3d-up","9/250",0.126589156173114,0.999965725944956,0,0,1.59080541892226,3.28789004583437,"ZCCHC7;GLDC;CHD7;KLF9;SERPINI2;TCF4;SCN4A;KCNK3;RAI14"
"72","Oxybutynin-230 mg/kg in Water-Rat-Heart-3d-dn","9/250",0.126589156173114,0.999965725944956,0,0,1.59080541892226,3.28789004583437,"CD74;CDKN1A;MMP14;COL4A1;GPC1;HTRA3;KLF9;PACSIN3;TCF4"
"73","Ergocalciferol-15 mg/kg in CMC-Rat-Heart-1d-up","10/286",0.12788982561643,0.999965725944956,0,0,1.54402334231115,3.17541697951067,"EEF1G;ZCCHC7;GLDC;CHD7;KLF9;PDK4;TCF4;SCN4A;KCNK3;RAI14"
"74","Chlorambucil-0.6 mg/kg in Corn Oil-Rat-Spleen-3d-up","10/287",0.129960289538667,0.999965725944956,0,0,1.53836938116993,3.13908324335394,"CLIC5;CD74;HLA-DMB;GLDC;NPY;EBF1;SERPINI2;CRMP1;SCN4A;RAI14"
"75","Benzethonium Chloride-30 mg/kg in Corn Oil-Rat-Heart-1d-up","9/252",0.13102886554486,0.999965725944956,0,0,1.57754885127954,3.20611189737842,"CDKN1A;COL4A1;P4HA2;GPC1;HTRA3;PDK4;CSPG4;CRYM;KCNK3"
"76","Altretamine-40 mg/kg in Corn Oil-Rat-Spleen-1d-dn","10/288",0.132048772261156,0.999965725944956,0,0,1.53275609600815,3.10319337256195,"EEF1G;CLIC5;CD74;ZCCHC7;MMP14;GLDC;NPY;SERPINI2;SCN4A;RAI14"
"77","Rosiglitazone-1800 mg/kg in Corn Oil-Rat-Heart-5d-up","10/288",0.132048772261156,0.999965725944956,0,0,1.53275609600815,3.10319337256195,"MYBPC2;COL4A1;NPY;GPC1;SCHIP1;KLF9;PDK4;DDIT4L;PACSIN3;KCNK3"
"78","Mianserin-116 mg/kg in Corn Oil-Rat-Heart-3d-up","10/289",0.134155191317022,0.999965725944956,0,0,1.52718304944968,3.06774117569141,"CD74;CDKN1A;S100A16;S100A1;COL4A1;GPC1;HTRA3;KLF9;PDK4;KCNK3"
"79","Stavudine-1400 mg/kg in Water-Rat-Heart-3d-dn","10/289",0.134155191317022,0.999965725944956,0,0,1.52718304944968,3.06774117569141,"CLIC5;CD74;S100A16;COL4A1;GPC1;HTRA3;SCHIP1;PACSIN3;TCF4;KCNK3"
"80","Streptomycin-120 mg/kg in Saline-Rat-Kidney-1d-up","10/289",0.134155191317022,0.999965725944956,0,0,1.52718304944968,3.06774117569141,"ZCCHC7;EDNRB;GLDC;FST;CHD7;KLF9;SERPINI2;TCF4;SCN4A;RAI14"
"81","Labetalol-60 mg/kg in Water-Rat-Heart-3d-dn","9/254",0.135549707170298,0.999965725944956,0,0,1.56450871739424,3.12654060369474,"EEF1G;CD74;MMP14;S100A1;GPC1;SCHIP1;DDIT4L;PACSIN3;KCNK3"
"82","Caffeine-93 mg/kg in Water-Rat-Heart-3d-up","9/255",0.137840269027133,0.999965725944956,0,0,1.55806816346309,3.08756094396618,"GLDC;KLF9;PDK4;SERPINI2;TCF4;SCN4A;ADAMTS9;KCNK3;RAI14"
"83","Isoprenaline-15 mg/kg in Saline-Rat-Heart-3d-up","10/291",0.138421492939099,0.999965725944956,0,0,1.51615595376815,2.99812555039557,"EEF1G;CLIC5;HLA-DMB;GLDC;KLF9;PDK4;TCF4;SCN4A;KCNK3;RAI14"
"84","Pramoxine-526 mg/kg in Corn Oil-Rat-Heart-5d-up","10/291",0.138421492939099,0.999965725944956,0,0,1.51615595376815,2.99812555039557,"GLDC;HTRA3;CHD7;KLF9;PDK4;DDIT4L;TCF4;SCN4A;KCNK3;RAI14"
"85","Tranilast-300 mg/kg in CMC-Rat-Heart-3d-up","10/292",0.14058119504417,0.999965725944956,0,0,1.51070106069165,2.96395024533692,"EEF1G;PDLIM1;CDKN1A;KLF9;PDK4;PACSIN3;KCNA5;TCF4;ADAMTS9;RAI14"
"86","Citalopram-90 mg/kg in Corn Oil-Rat-Heart-3d-dn","9/257",0.142481073566304,0.999965725944956,0,0,1.54534287545396,3.01117184112262,"CDKN1A;S100A1;HTRA3;SCHIP1;PDK4;DDIT4L;TCF4;SCN4A;KCNK3"
"87","Maprotiline-380 mg/kg in CMC-Rat-Heart-5d-dn","11/330",0.144255300780936,0.999965725944956,0,0,1.46945485128832,2.84511532089577,"PDLIM1;CD74;CDKN1A;S100A16;S100A1;COL4A1;SCHIP1;PDK4;SCN4A;BVES;RAI14"
"88","Dobutamine-43 mg/kg in Saline-Rat-Heart-3d-dn","10/294",0.144953227892394,0.999965725944956,0,0,1.49990651875857,2.89683568783568,"CD74;S100A16;COL4A1;GPC1;HTRA3;SCHIP1;DDIT4L;TCF4;CRYM;BVES"
"89","Risperidone-22 mg/kg in CMC-Rat-Heart-1d-dn","10/294",0.144953227892394,0.999965725944956,0,0,1.49990651875857,2.89683568783568,"EEF1G;PDLIM1;CDKN1A;S100A16;COL4A1;GPC1;HTRA3;PDK4;SERPINI2;CRYM"
"90","Sotalol-2000 mg/kg in Water-Rat-Heart-3d-dn","10/294",0.144953227892394,0.999965725944956,0,0,1.49990651875857,2.89683568783568,"EEF1G;S100A16;S100A1;COL4A1;GPC1;DDIT4L;PACSIN3;TCF4;KCNK3;RAI14"
"91","Epirubicin-2.7 mg/kg in Saline-Rat-Heart-3d-up","11/331",0.14633030815747,0.999965725944956,0,0,1.46478658536585,2.81515697377839,"PDLIM1;CLIC5;CDKN1A;VNN1;COL4A1;GPC1;KLF9;PDK4;PACSIN3;SCN4A;ADAMTS9"
"92","Labetalol-60 mg/kg in Water-Rat-Heart-5d-up","10/295",0.147165360041439,0.999965725944956,0,0,1.49456606117063,2.86388513424656,"PDLIM1;CDKN1A;GLDC;COL4A1;NPY;HTRA3;KLF9;PDK4;TCF4;SCN4A"
"93","Flunarizine-126 mg/kg in CMC-Rat-Heart-3d-up","10/296",0.149394765352089,0.999965725944956,0,0,1.48926294943994,2.83133168331795,"PDLIM1;CLIC5;MMP14;HLA-DMB;TSPAN9;HTRA3;CHD7;KLF9;TCF4;SCN4A"
"94","Phenacetin-619 mg/kg in Corn Oil-Rat-Kidney-5d-up","9/260",0.149589564277054,0.999965725944956,0,0,1.52663518112979,2.90039307458412,"EDNRB;GLDC;FST;CHD7;KLF9;ID4;TCF4;SCN4A;RAI14"
"95","Doxorubicin-4 mg/kg in Saline-Rat-Heart-5d-up","10/297",0.151641337197654,0.999965725944956,0,0,1.4839967931917,2.79916991167873,"CDKN1A;HLA-DMB;S100A16;COL4A1;GPC1;SCHIP1;PDE4B;DDIT4L;PACSIN3;SCN4A"
"96","Verapamil-108 mg/kg in Water-Rat-Heart-5d-up","10/297",0.151641337197654,0.999965725944956,0,0,1.4839967931917,2.79916991167873,"PDLIM1;CLIC5;CD74;GLDC;NPY;HTRA3;KLF9;SERPINI2;DDIT4L;SCN4A"
"97","Hydroxyurea-400 mg/kg in Saline-Rat-Bone marrow-3d-up","9/261",0.15199779927264,0.999965725944956,0,0,1.52049826553138,2.86445031687101,"PDLIM1;CD74;HLA-DMB;S100A16;COL4A1;NPY;GPC1;SERPINI2;RAI14"
"98","Pramoxine-526 mg/kg in Corn Oil-Rat-Heart-1d-up","9/261",0.15199779927264,0.999965725944956,0,0,1.52049826553138,2.86445031687101,"P4HA2;GPC1;CHD7;KLF9;SERPINI2;TCF4;SCN4A;KCNK3;RAI14"
